"Year","Site_code","Location","AFDM","nbsp","sing.sp","qual.FRic","FRic","FEve","FDiv","FDis","RaoQ","FGR"
2013,"BUT","D",1.07333333333333,3.83333333333333,3.83333333333333,0.330457792267978,0.206405873412631,0.76462648192303,0.627249986093063,7.18130549102691,58.102341020514,3.66666666666667
2013,"BUT","U1",1,3.5,3.5,0.330457792267978,0.210820982835909,0.535359054363219,0.810470041964614,5.17678407754947,41.0264210893099,3.16666666666667
2013,"BUT","U2",0.596666666666667,3,3,0.330457792267978,0.130673147593499,0.772288851489034,0.722008360031375,5.59990814928798,45.1296564342961,2.83333333333333
2013,"COL","D",2.11666666666667,2.66666666666667,2.66666666666667,0.330457792267978,0.136256106883105,0.243646108333533,0.749358551440055,3.14013746059435,23.7338368776127,2.66666666666667
2013,"COL","U1",2,2.8,2.8,0.330457792267978,0.108940192571504,0.641831037100152,0.59701333079393,3.56555936350954,27.3033671850316,2.8
2013,"COL","U2",1.72833333333333,2.66666666666667,2.66666666666667,0.330457792267978,0.0907453915881189,0.365862903325383,0.75888318468839,3.64250432446246,28.4249453112419,2.66666666666667
2013,"DUR","D",1.924,3.8,3.8,0.330457792267978,0.160237158793652,0.71945390795656,0.73296251940503,4.67140993903133,38.1355174200934,2.8
2013,"DUR","U1",1.975,2.75,2.75,0.330457792267978,0.0935212448563668,0.399666000760127,0.963279886987848,1.98950592647496,14.3866617458842,2
2013,"DUR","U2",1.972,2.4,2.4,0.330457792267978,0.174910701922265,0.584825835378013,0.665135020450136,1.88376285162298,15.2653425389855,2.2
2013,"HER","D",1.66666666666667,4.33333333333333,4.33333333333333,0.330457792267978,0.236812741519054,0.742232389675952,0.688990195698163,4.06500200062233,32.4583287933264,2.33333333333333
2013,"HER","U1",1.88666666666667,5.66666666666667,5.66666666666667,0.330457792267978,0.348398071423732,0.746728080581783,0.823304593381769,6.39921838563991,53.4691174124066,3.33333333333333
2013,"HER","U2",1.7,4,4,0.330457792267978,0.135740271462791,0.658054563008381,0.837728598964014,6.4754594096437,48.6671994333941,2.83333333333333
2013,"HOC","D",1.66166666666667,4.16666666666667,4.16666666666667,0.330457792267978,0.18854447219975,0.647466522795527,0.560368032464637,6.58719516517806,54.0820474580672,3.66666666666667
2013,"HOC","U1",0.5525,2.5,2.5,0.330457792267978,0.185061770631595,0.700524023533976,0.689604390694281,4.99893037910769,39.0801296341245,2
2013,"HOC","U2",0.964,3.4,3.4,0.330457792267978,0.182709649448276,0.6075504213921,0.616806424208985,5.5653513168753,43.7303548398463,3
2013,"HOR","D",1.038,4,4,0.330457792267978,0.157170455937748,0.653632273320259,0.760105801470802,4.73712110359748,36.9225965931378,2.8
2013,"HOR","U1",1.33,3.83333333333333,3.83333333333333,0.330457792267978,0.155714537584092,0.51011723727935,0.745490295168512,5.34881501783251,41.9392304253034,2.5
2013,"HOR","U2",1.24833333333333,4.16666666666667,4.16666666666667,0.330457792267978,0.226145230900631,0.562667842536084,0.641766889535452,5.15962920366173,42.5805696373972,3.33333333333333
2013,"KER","D",1.02666666666667,4.66666666666667,4.66666666666667,0.330457792267978,0.248762266272501,0.796643527348881,0.648239550507061,7.07446851707606,59.5642388722734,3.33333333333333
2013,"KER","U1",0.861666666666667,3.33333333333333,3.33333333333333,0.330457792267978,0.14621933382877,0.684961828743553,0.781106409442747,6.98488221574976,53.6186801429715,2.66666666666667
2013,"KER","U2",0.223333333333333,2.83333333333333,2.83333333333333,0.330457792267978,0.0797637522630557,0.623423773118949,0.825987535844553,5.53907112854027,43.7629069844764,2.33333333333333
2013,"MES","D",1.84833333333333,3.83333333333333,3.83333333333333,0.330457792267978,0.186402046017544,0.605069595607374,0.780987515126613,6.34383234053035,51.8824605981915,3.5
2013,"MES","U1",1.61166666666667,4.66666666666667,4.66666666666667,0.330457792267978,0.172184564494665,0.495740758633229,0.789798202552895,5.28194036385695,44.8514783518066,3.66666666666667
2013,"MES","U2",2.09166666666667,4.33333333333333,4.33333333333333,0.330457792267978,0.231645907301238,0.446735013846661,0.71262522031478,2.96543713105257,24.0426914613824,3.33333333333333
2013,"NIE","D",0.7475,4,4,0.330457792267978,0.142752273703229,0.795591157444882,0.843452651273279,6.96686026047673,56.8508048554191,3
2013,"NIE","U1",1.24666666666667,3.16666666666667,3.16666666666667,0.330457792267978,0.127226629833478,0.685037816826413,0.92621247204122,4.72908664454269,36.5492499958935,2.16666666666667
2013,"NIE","U2",0.882,3,3,0.330457792267978,0.125975628065784,0.818993469803253,0.727421035218778,7.69552518716714,62.9627637900121,2.8
2013,"ROM","D",2.274,3.8,3.8,0.330457792267978,0.211419854387527,0.545926683856066,0.757183973654803,5.82659769077512,44.0718693378011,3.2
2013,"ROM","U1",2.242,2.4,2.4,0.330457792267978,0.0839357584739263,0.328751306794027,0.806507093408205,3.01032730682074,21.4445829699564,2.2
2013,"ROM","U2",2.002,2.4,2.4,0.330457792267978,0.142005437512977,0.458468225712733,0.648030475696586,3.22407142287104,24.0472687375476,2.2
2013,"ROT","D",2.37333333333333,4,4,0.330457792267978,0.14329426855838,0.532061687891339,0.828640407743483,4.43491073989737,32.331462893202,2.5
2013,"ROT","U1",2.22166666666667,3.5,3.5,0.330457792267978,0.173588385397597,0.409289451560261,0.616764572416092,3.68469451134912,27.9911315136755,2.66666666666667
2013,"ROT","U2",2.29333333333333,3.33333333333333,3.33333333333333,0.330457792267978,0.164693413041451,0.700697486203701,0.699542507979068,5.33506073074741,40.5255785324357,2.5
2013,"SEV","D",2.25833333333333,2.66666666666667,2.66666666666667,0.330457792267978,0.133580680155356,0.592030063880619,0.447636421483718,3.13673281298386,24.6929372327577,2.66666666666667
2013,"SEV","U1",1.70833333333333,2.16666666666667,2.16666666666667,0.330457792267978,0.0635446514106923,0.38916982199466,0.936899535516548,3.54465996823176,23.9699788442728,1.83333333333333
2013,"SEV","U2",1.72833333333333,2.66666666666667,2.66666666666667,0.330457792267978,0.114704180848908,0.605361325638362,0.624051298098949,3.33379254535596,24.9767771258861,2.33333333333333
2014,"ELG","D",2.27166666666667,1.5,1.5,0.330457792267978,0,0,0,2.54394873438766,14.1200185378747,1.5
2014,"ELG","U1",2.25333333333333,1,1,0.330457792267978,0,0,0,0,0,1
2014,"ELG","U2",2.16833333333333,1,1,0.330457792267978,0,0,0,0,0,1
2014,"KNO","D",2.47,1.2,1.2,0.330457792267978,0,0,0,1.27820611093654,10.8920724135701,1.2
2014,"KNO","U2",2.23,1,1,0.330457792267978,0,0,0,0,0,1
2014,"MAR","D",1.67166666666667,1,1,0.330457792267978,0,0,0,0,0,1
2014,"MAR","U1",1.33,1,1,0.330457792267978,0,0,0,0,0,1
2014,"MAR","U2",2.91333333333333,1.66666666666667,1.66666666666667,0.330457792267978,0,0,0,4.50402028818394,35.589822379601,1.66666666666667
2014,"MUR","U2",2.442,1.6,1.6,0.330457792267978,0.0039890945733261,0.987689910273628,0.38854897596298,2.13907162019441,13.0893017346947,1.2
2014,"VAL","D",2.068,4,4,0.330457792267978,0.466851507072705,0.860485534111531,0.845230347830409,6.30772743680198,59.4538946620157,3.2
2014,"VAL","U1",1.058,1.4,1.4,0.330457792267978,0.014423675026306,0.971833236821364,0.852183900894955,1.35418589001946,9.75610426510415,1.2
2014,"VAL","U2",1.23333333333333,1.66666666666667,1.66666666666667,0.330457792267978,0,0,0,2.52727492188415,12.2447440943311,1.33333333333333
2014,"VIL","U1",1.23,1.16666666666667,1.16666666666667,0.330457792267978,0,0,0,0.429846538984688,3.35354005444964,1.16666666666667
2014,"VIL","U2",2.1675,1.5,1.5,0.330457792267978,0,0,0,1.33200776640248,8.92566592649941,1.5
